company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_index,daily_rank,difficulty_class
YX,3706,2025-08-09,ORD,MSN,14.744509232915954,496,Easy
UA,1677,2025-08-09,ORD,BOS,14.737177065700202,497,Easy
UA,1198,2025-08-09,ORD,CUN,14.736632046134476,498,Easy
OO,4757,2025-08-09,ORD,CLE,14.728293266874164,499,Easy
UA,1693,2025-08-09,ORD,DCA,14.712013167766111,500,Easy
OO,5849,2025-08-09,ORD,PWM,14.688995765767904,501,Easy
UA,1803,2025-08-09,ORD,DEN,14.68770889274037,502,Easy
YX,3693,2025-08-09,ORD,PIT,14.684939366749761,503,Easy
OO,5444,2025-08-09,ORD,CID,14.67463582092908,504,Easy
G7,4533,2025-08-09,ORD,MSN,14.672966130696663,505,Easy
G7,4479,2025-08-09,ORD,STL,14.658486350874789,506,Easy
UA,782,2025-08-09,ORD,PIT,14.645780827115228,507,Easy
OO,5226,2025-08-09,ORD,YHZ,14.642685485592501,508,Easy
UA,1576,2025-08-09,ORD,LGA,14.642182237544658,509,Easy
YX,3715,2025-08-09,ORD,ELP,14.639035764876555,510,Easy
G7,4610,2025-08-09,ORD,XNA,14.605155688401657,511,Easy
OO,5379,2025-08-09,ORD,SYR,14.591701986174902,512,Easy
OO,6004,2025-08-09,ORD,SUN,14.590614199434343,513,Easy
YX,3667,2025-08-09,ORD,GSP,14.57190139052867,514,Easy
UA,342,2025-08-09,ORD,GCM,14.525546103325205,515,Easy
UA,1182,2025-08-09,ORD,SJC,14.520307862267174,516,Easy
UA,1921,2025-08-09,ORD,PLS,14.518532728957133,517,Easy
G7,4488,2025-08-09,ORD,DSM,14.416430199018905,518,Easy
OO,5229,2025-08-09,ORD,ILM,14.397145878116058,519,Easy
UA,1270,2025-08-09,ORD,PUJ,14.266565538255302,520,Easy
UA,1659,2025-08-09,ORD,CUN,14.126058285238347,521,Easy
UA,1905,2025-08-10,ORD,PIT,53.249630382668165,1,Difficult
UA,2652,2025-08-10,ORD,RSW,30.34723663766371,2,Difficult
OO,5474,2025-08-10,ORD,MBS,30.03916823586621,3,Difficult
UA,1655,2025-08-10,ORD,DCA,29.99790416675089,4,Difficult
OO,5790,2025-08-10,ORD,CRW,29.88776173101374,5,Difficult
UA,2202,2025-08-10,ORD,IAH,29.772880161119865,6,Difficult
UA,1974,2025-08-10,ORD,PWM,29.560322093659195,7,Difficult
UA,920,2025-08-10,ORD,LHR,29.524570094931956,8,Difficult
OO,5136,2025-08-10,ORD,DEC,29.49688659040556,9,Difficult
UA,1178,2025-08-10,ORD,ORF,29.36238089289869,10,Difficult
OO,5637,2025-08-10,ORD,GRB,29.357683883628145,11,Difficult
G7,4188,2025-08-10,ORD,GSO,29.342368169446097,12,Difficult
UA,953,2025-08-10,ORD,MUC,29.33878516713443,13,Difficult
G7,4416,2025-08-10,ORD,STL,29.321955300880802,14,Difficult
G7,4395,2025-08-10,ORD,TVC,29.308329172196295,15,Difficult
YX,3663,2025-08-10,ORD,BGR,29.267333072433114,16,Difficult
OO,5352,2025-08-10,ORD,CAK,29.23496556925067,17,Difficult
UA,1006,2025-08-10,ORD,LGA,29.204136916903412,18,Difficult
UA,617,2025-08-10,ORD,CLT,29.194583734088823,19,Difficult
UA,291,2025-08-10,ORD,BDL,29.153308569182794,20,Difficult
UA,1583,2025-08-10,ORD,BWI,29.14311656026914,21,Difficult
UA,2154,2025-08-10,ORD,ROC,29.139731404134285,22,Difficult
UA,1398,2025-08-10,ORD,ATL,29.126318992431376,23,Difficult
OO,5121,2025-08-10,ORD,FOD,29.055987866685378,24,Difficult
UA,909,2025-08-10,ORD,AMS,29.043027517866538,25,Difficult
OO,5555,2025-08-10,ORD,MKE,29.009765409077197,26,Difficult
UA,1335,2025-08-10,ORD,BUF,28.996149706871076,27,Difficult
G7,4463,2025-08-10,ORD,ABE,28.983266344347108,28,Difficult
UA,2179,2025-08-10,ORD,SFO,28.980052625363417,29,Difficult
UA,2243,2025-08-10,ORD,RIC,28.979247492234673,30,Difficult
UA,695,2025-08-10,ORD,SJU,28.959167965647204,31,Difficult
UA,907,2025-08-10,ORD,FRA,28.93582813469312,32,Difficult
OO,5699,2025-08-10,ORD,SAV,28.93146971952727,33,Difficult
UA,2865,2025-08-10,ORD,LGA,28.93040994138763,34,Difficult
G7,4546,2025-08-10,ORD,AVP,28.91398915953535,35,Difficult
UA,2481,2025-08-10,ORD,SYR,28.911731099738418,36,Difficult
OO,5610,2025-08-10,ORD,CHO,28.896357650367367,37,Difficult
UA,288,2025-08-10,ORD,SNN,28.889576195990468,38,Difficult
G7,4491,2025-08-10,ORD,CAE,28.88881862214024,39,Difficult
UA,118,2025-08-10,ORD,EDI,28.848385947739192,40,Difficult
UA,2147,2025-08-10,ORD,ALB,28.839069288476832,41,Difficult
OO,5526,2025-08-10,ORD,ATW,28.82069929598119,42,Difficult
UA,349,2025-08-10,ORD,BTV,28.8193542192123,43,Difficult
OO,5833,2025-08-10,ORD,DTW,28.7889673849902,44,Difficult
G7,4519,2025-08-10,ORD,SCE,28.78785852430528,45,Difficult
OO,5538,2025-08-10,ORD,HSV,28.7762621235757,46,Difficult
UA,1967,2025-08-10,ORD,LAX,28.765224821308678,47,Difficult
YX,3402,2025-08-10,ORD,YOW,28.71863257594419,48,Difficult
YX,3716,2025-08-10,ORD,CMH,28.716009593854118,49,Difficult
OO,6002,2025-08-10,ORD,AVL,28.624741014561884,50,Difficult
OO,5517,2025-08-10,ORD,PVD,28.61449085873066,51,Difficult
UA,987,2025-08-10,ORD,CDG,28.552191238601704,52,Difficult
UA,312,2025-08-10,ORD,CHS,28.52346413336947,53,Difficult
UA,1776,2025-08-10,ORD,PHL,28.52305693963959,54,Difficult
UA,1989,2025-08-10,ORD,BOS,28.472418784010628,55,Difficult
UA,2424,2025-08-10,ORD,RDU,28.458145415269957,56,Difficult
UA,2394,2025-08-10,ORD,DEN,28.44632639758923,57,Difficult
UA,1252,2025-08-10,ORD,DCA,27.752313210997237,58,Difficult
OO,5027,2025-08-10,ORD,MCW,26.559465281940597,59,Difficult
UA,482,2025-08-10,ORD,CHS,26.336339858869994,60,Difficult
G7,4456,2025-08-10,ORD,CMH,26.24690640543552,61,Difficult
UA,1823,2025-08-10,ORD,IAH,26.18717780262535,62,Difficult
UA,2067,2025-08-10,ORD,BOS,26.147047250767802,63,Difficult
OO,5380,2025-08-10,ORD,MSY,26.140112315276916,64,Difficult
UA,286,2025-08-10,ORD,CLE,25.981023801522596,65,Difficult
OO,5490,2025-08-10,ORD,YYZ,25.955065052510523,66,Difficult
G7,4460,2025-08-10,ORD,ROC,25.912879053533473,67,Difficult
OO,5577,2025-08-10,ORD,JAX,25.791139545334236,68,Difficult
G7,4451,2025-08-10,ORD,DTW,25.74103795079227,69,Difficult
UA,729,2025-08-10,ORD,DFW,25.710672223562113,70,Difficult
YX,3498,2025-08-10,ORD,CVG,25.62944171749618,71,Difficult
UA,1643,2025-08-10,ORD,SEA,25.620867434986415,72,Difficult
UA,1740,2025-08-10,ORD,RSW,25.523229219986337,73,Difficult
UA,1358,2025-08-10,ORD,RDU,25.500814351442912,74,Difficult
G7,4481,2025-08-10,ORD,GRR,25.49184455191165,75,Difficult
UA,563,2025-08-10,ORD,EWR,25.474605987617227,76,Difficult
UA,1975,2025-08-10,ORD,ATL,25.42224414105123,77,Difficult
UA,1421,2025-08-10,ORD,FLL,25.42110960649667,78,Difficult
OO,5405,2025-08-10,ORD,SCE,25.392730009540575,79,Difficult
UA,611,2025-08-10,ORD,SFO,25.38323326822869,80,Difficult
UA,2071,2025-08-10,ORD,SAN,25.382358322904935,81,Difficult
UA,1100,2025-08-10,ORD,PDX,25.369809220838867,82,Difficult
OO,5726,2025-08-10,ORD,TYS,25.347511250977856,83,Difficult
UA,604,2025-08-10,ORD,BNA,25.333230124585093,84,Difficult
UA,1477,2025-08-10,ORD,PHX,25.276323197872237,85,Difficult
UA,1306,2025-08-10,ORD,TPA,25.269561337283857,86,Difficult
G7,4474,2025-08-10,ORD,AVL,25.17324154138736,87,Difficult
UA,556,2025-08-10,ORD,CLT,25.169505802715502,88,Difficult
YX,3577,2025-08-10,ORD,BWI,25.16388842372434,89,Difficult
UA,2455,2025-08-10,ORD,SAV,25.148381866758466,90,Difficult
UA,2418,2025-08-10,ORD,PHL,25.130155800863253,91,Difficult
UA,2090,2025-08-10,ORD,MIA,25.101177657560413,92,Difficult
UA,2361,2025-08-10,ORD,LAX,25.077106187238567,93,Difficult
UA,2232,2025-08-10,ORD,MSP,25.070109855147958,94,Difficult
G7,4380,2025-08-10,ORD,SYR,25.007359321478635,95,Difficult
YX,3536,2025-08-10,ORD,YUL,24.9964955961026,96,Difficult
OO,5472,2025-08-10,ORD,MDT,24.992844475664576,97,Difficult
OO,5859,2025-08-10,ORD,BZN,24.959387907516945,98,Difficult
YX,3668,2025-08-10,ORD,BUF,24.933880366353353,99,Difficult
UA,791,2025-08-10,ORD,DEN,24.927702919269652,100,Difficult
UA,1135,2025-08-10,ORD,SJO,24.895459628873123,101,Difficult
UA,669,2025-08-10,ORD,AUS,24.84912454705021,102,Difficult
UA,2280,2025-08-10,ORD,MCO,24.846685725995272,103,Difficult
UA,1657,2025-08-10,ORD,LGA,24.841268166243218,104,Difficult
UA,1120,2025-08-10,ORD,LIR,24.835873860638706,105,Difficult
UA,611,2025-08-10,ORD,SFO,24.627918898983733,106,Difficult
OO,5274,2025-08-10,ORD,SBN,23.43968128469672,107,Difficult
OO,5821,2025-08-10,ORD,MKE,22.47094797453213,108,Difficult
UA,2011,2025-08-10,ORD,YVR,22.444190244693612,109,Difficult
UA,1996,2025-08-10,ORD,SJU,22.43666184495508,110,Difficult
UA,1068,2025-08-10,ORD,IAD,22.235083085487183,111,Difficult
UA,1778,2025-08-10,ORD,OMA,21.866053488645715,112,Difficult
UA,1793,2025-08-10,ORD,MSP,21.853406180167145,113,Difficult
UA,490,2025-08-10,ORD,SAT,21.77750445034406,114,Difficult
OO,5292,2025-08-10,ORD,MTY,21.777433582820844,115,Difficult
UA,1297,2025-08-10,ORD,DFW,21.653523094021196,116,Difficult
UA,708,2025-08-10,ORD,MCI,21.60899683668042,117,Difficult
YX,3569,2025-08-10,ORD,ALB,21.53618463615198,118,Difficult
UA,1414,2025-08-10,ORD,BOI,21.531768562553598,119,Difficult
OO,5593,2025-08-10,ORD,MEM,21.53093463603207,120,Difficult
UA,1387,2025-08-10,ORD,SFO,21.52173569985608,121,Difficult
OO,5375,2025-08-10,ORD,GRB,21.52140338241902,122,Difficult
UA,1620,2025-08-10,ORD,SEA,21.500195532325478,123,Difficult
UA,1599,2025-08-10,ORD,DEN,21.486616478057428,124,Difficult
G7,4504,2025-08-10,ORD,CHA,21.380192946447284,125,Difficult
G7,4184,2025-08-10,ORD,DAY,21.356367195250602,126,Difficult
OO,5470,2025-08-10,ORD,GEG,21.34458268925016,127,Difficult
UA,2369,2025-08-10,ORD,AUS,21.320950337132416,128,Difficult
OO,4778,2025-08-10,ORD,FAR,21.303198174698345,129,Difficult
G7,4529,2025-08-10,ORD,SGF,21.283481931771952,130,Difficult
UA,275,2025-08-10,ORD,RAP,21.20674202308008,131,Difficult
OO,5984,2025-08-10,ORD,BIL,21.163327272670294,132,Difficult
UA,2092,2025-08-10,ORD,LGA,21.151840875333473,133,Difficult
UA,1933,2025-08-10,ORD,LAS,21.15069371911271,134,Difficult
UA,2385,2025-08-10,ORD,MSO,21.131746559575763,135,Difficult
UA,1146,2025-08-10,ORD,MBJ,21.080792007431377,136,Difficult
YX,3601,2025-08-10,ORD,YYZ,21.079609799693138,137,Difficult
UA,1413,2025-08-10,ORD,LGA,21.062409664282267,138,Difficult
OO,5260,2025-08-10,ORD,FSD,21.028661550943454,139,Difficult
UA,764,2025-08-10,ORD,YYC,21.027403954608094,140,Difficult
UA,2691,2025-08-10,ORD,EWR,21.000019147613987,141,Difficult
UA,2684,2025-08-10,ORD,FCA,20.994566882976695,142,Difficult
OO,5435,2025-08-10,ORD,BDL,20.993157751318105,143,Difficult
G7,4558,2025-08-10,ORD,XNA,20.94085649227824,144,Difficult
UA,1674,2025-08-10,ORD,AUA,20.753841417326797,145,Difficult
OO,5135,2025-08-10,ORD,MCW,20.658085132500098,146,Difficult
UA,1010,2025-08-10,ORD,DCA,20.56392108113504,147,Difficult
UA,793,2025-08-10,ORD,DFW,20.522734916653356,148,Difficult
UA,2172,2025-08-10,ORD,FAI,20.488581146929334,149,Difficult
OO,5225,2025-08-10,ORD,MKE,20.459040675716594,150,Difficult
UA,580,2025-08-10,ORD,PDX,20.42222338101555,151,Difficult
OO,5847,2025-08-10,ORD,DSM,20.359797189179012,152,Difficult
UA,2278,2025-08-10,ORD,SEA,20.356378564067505,153,Difficult
UA,2658,2025-08-10,ORD,SMF,20.327295465493822,154,Difficult
G7,4518,2025-08-10,ORD,STL,20.21150738377707,155,Difficult
OO,5108,2025-08-10,ORD,SLN,20.206082514946015,156,Difficult
UA,2417,2025-08-10,ORD,SAN,20.202700724600685,157,Difficult
UA,374,2025-08-10,ORD,MSP,20.192142077518223,158,Difficult
OO,5915,2025-08-10,ORD,LNK,20.11671728083207,159,Difficult
UA,1983,2025-08-10,ORD,LAX,20.05172571916175,160,Difficult
UA,1124,2025-08-10,ORD,IAH,19.99537040648022,161,Difficult
UA,1347,2025-08-10,ORD,FLL,19.9584064084816,162,Difficult
UA,1660,2025-08-10,ORD,SFO,19.937132857640634,163,Difficult
YX,3433,2025-08-10,ORD,CVG,19.91405087512091,164,Difficult
UA,422,2025-08-10,ORD,ATH,19.89500241690203,165,Difficult
UA,664,2025-08-10,ORD,LGA,19.863854216446825,166,Difficult
UA,1801,2025-08-10,ORD,DEN,19.846367712025792,167,Difficult
OO,5131,2025-08-10,ORD,CMX,19.81150792866878,168,Difficult
OO,5045,2025-08-10,ORD,RHI,19.809018991526152,169,Difficult
G7,4590,2025-08-10,ORD,MDT,19.78220826682791,170,Difficult
UA,929,2025-08-10,ORD,LHR,19.738072679898917,171,Difficult
UA,1859,2025-08-10,ORD,SNA,19.729537497325484,172,Difficult
UA,592,2025-08-10,ORD,JAC,19.713392206161696,173,Difficult
OO,5534,2025-08-10,ORD,OMA,19.70880967573537,174,Difficult
OO,4766,2025-08-10,ORD,OKC,19.66722220074021,175,Difficult
UA,1785,2025-08-10,ORD,EWR,19.629154250125964,176,Difficult
OO,5901,2025-08-10,ORD,FAR,19.480192576146642,177,Difficult
YX,3525,2025-08-10,ORD,YYZ,19.37197257798924,178,Difficult
UA,1270,2025-08-10,ORD,PUJ,19.35673872562488,179,Difficult
UA,1270,2025-08-10,ORD,PUJ,19.268785957253506,180,Difficult
OO,5358,2025-08-10,ORD,CAK,18.721660399705264,181,Difficult
OO,5037,2025-08-10,ORD,LAF,18.691286374407532,182,Difficult
UA,1224,2025-08-10,ORD,LAX,18.5271557329686,183,Difficult
OO,5398,2025-08-10,ORD,IND,17.932377306057575,184,Difficult
OO,4636,2025-08-10,ORD,SBN,17.8885021872799,185,Difficult
OO,5729,2025-08-10,ORD,FNT,17.56101545438544,186,Difficult
OO,5603,2025-08-10,ORD,FNT,17.414981769375075,187,Medium
OO,5100,2025-08-10,ORD,DEC,17.18105632228889,188,Medium
OO,5601,2025-08-10,ORD,FNT,17.12198209917114,189,Medium
UA,1269,2025-08-10,ORD,CLE,16.99381732918364,190,Medium
UA,972,2025-08-10,ORD,BRU,16.85086132858621,191,Medium
UA,534,2025-08-10,ORD,EWR,16.8154869247717,192,Medium
UA,2039,2025-08-10,ORD,MCO,16.77147949336329,193,Medium
UA,265,2025-08-10,ORD,YYZ,16.765293271423474,194,Medium
OO,5234,2025-08-10,ORD,MKE,16.644353134443236,195,Medium
OO,4792,2025-08-10,ORD,ROA,16.62811408673784,196,Medium
OO,5505,2025-08-10,ORD,SBN,16.58034347547483,197,Medium
OO,5038,2025-08-10,ORD,PLN,16.577989139424755,198,Medium
UA,2677,2025-08-10,ORD,IAD,16.575975892858175,199,Medium
UA,2075,2025-08-10,ORD,TPA,16.563244248376105,200,Medium
UA,1531,2025-08-10,ORD,DSM,16.502307682407395,201,Medium
YX,3598,2025-08-10,ORD,SDF,16.46966526228198,202,Medium
UA,468,2025-08-10,ORD,IAH,16.450216701419905,203,Medium
OO,5250,2025-08-10,ORD,BNA,16.43635728514583,204,Medium
UA,1495,2025-08-10,ORD,TVC,16.423398572824826,205,Medium
OO,5344,2025-08-10,ORD,MBS,16.342504953301592,206,Medium
OO,5026,2025-08-10,ORD,JST,16.308291634762046,207,Medium
OO,5795,2025-08-10,ORD,TUL,16.296304769089925,208,Medium
UA,2113,2025-08-10,ORD,FSD,16.260385578467574,209,Medium
OO,5118,2025-08-10,ORD,PLN,16.240577074794444,210,Medium
OO,5251,2025-08-10,ORD,ASE,16.23340292003342,211,Medium
UA,310,2025-08-10,ORD,MCI,16.21768053829114,212,Medium
OO,5624,2025-08-10,ORD,LEX,16.152967839059645,213,Medium
OO,5124,2025-08-10,ORD,EAU,16.14996967340484,214,Medium
UA,2099,2025-08-10,ORD,IAH,16.11477253895303,215,Medium
UA,1761,2025-08-10,ORD,FAT,16.089988269939177,216,Medium
UA,359,2025-08-10,ORD,MEX,16.07938831452204,217,Medium
G7,4501,2025-08-10,ORD,AVP,16.078920356444986,218,Medium
UA,1811,2025-08-10,ORD,MSP,16.078071102192173,219,Medium
YX,3628,2025-08-10,ORD,IND,16.060289940512572,220,Medium
UA,944,2025-08-10,ORD,FRA,16.024504313058806,221,Medium
UA,2483,2025-08-10,ORD,IAH,16.011414891453683,222,Medium
OO,5643,2025-08-10,ORD,CAK,15.993613031922632,223,Medium
OO,4739,2025-08-10,ORD,GRB,15.979183024341928,224,Medium
OO,5251,2025-08-10,ORD,ASE,15.95339626606227,225,Medium
G7,4186,2025-08-10,ORD,MLI,15.948247024211454,226,Medium
OO,5499,2025-08-10,ORD,SBN,15.92931128049459,227,Medium
YX,3542,2025-08-10,ORD,YUL,15.929113820571267,228,Medium
OO,5874,2025-08-10,ORD,PIA,15.9264821037377,229,Medium
UA,1491,2025-08-10,ORD,DFW,15.924902813921364,230,Medium
UA,1612,2025-08-10,ORD,MEM,15.897847504335985,231,Medium
UA,1144,2025-08-10,ORD,ONT,15.891089093600053,232,Medium
UA,2329,2025-08-10,ORD,DTW,15.867500235715722,233,Medium
OO,5360,2025-08-10,ORD,MBS,15.837918172857382,234,Medium
OO,5437,2025-08-10,ORD,DLH,15.826783877693911,235,Medium
UA,2387,2025-08-10,ORD,MCO,15.8134713410573,236,Medium
UA,1082,2025-08-10,ORD,PIT,15.799145618913983,237,Medium
UA,356,2025-08-10,ORD,ATL,15.777843180673296,238,Medium
UA,2497,2025-08-10,ORD,DTW,15.774162639331546,239,Medium
UA,2427,2025-08-10,ORD,CVG,15.770568321290094,240,Medium
UA,2008,2025-08-10,ORD,MCO,15.764814242979014,241,Medium
UA,467,2025-08-10,ORD,CMH,15.761802799745366,242,Medium
OO,5362,2025-08-10,ORD,MKE,15.759951548781542,243,Medium
G7,4549,2025-08-10,ORD,MLI,15.759561543009987,244,Medium
UA,445,2025-08-10,ORD,ANC,15.746748458381516,245,Medium
OO,5568,2025-08-10,ORD,MLI,15.745625976292146,246,Medium
UA,343,2025-08-10,ORD,SFO,15.736331925699643,247,Medium
UA,1182,2025-08-10,ORD,SJC,15.732978512159491,248,Medium
OO,5020,2025-08-10,ORD,FOD,15.724823657642009,249,Medium
UA,1872,2025-08-10,ORD,MSP,15.718599757250285,250,Medium
OO,5626,2025-08-10,ORD,DSM,15.718233339562682,251,Medium
YX,3694,2025-08-10,ORD,ROC,15.70941485031258,252,Medium
UA,224,2025-08-10,ORD,BZN,15.704591642763658,253,Medium
UA,1448,2025-08-10,ORD,BUF,15.694320852764656,254,Medium
UA,1301,2025-08-10,ORD,ICT,15.688744165678486,255,Medium
G7,4458,2025-08-10,ORD,LIT,15.67781807295512,256,Medium
UA,2629,2025-08-10,ORD,CLE,15.674696597856846,257,Medium
UA,1710,2025-08-10,ORD,SMF,15.666824627474234,258,Medium
UA,1097,2025-08-10,ORD,DCA,15.653612345672899,259,Medium
UA,576,2025-08-10,ORD,LAX,15.648021297639747,260,Medium
OO,5103,2025-08-10,ORD,JLN,15.645273553947725,261,Medium
OO,5021,2025-08-10,ORD,SUX,15.64519569619126,262,Medium
UA,1492,2025-08-10,ORD,CMH,15.64189102190129,263,Medium
OO,5230,2025-08-10,ORD,CRW,15.639086895217819,264,Medium
UA,1239,2025-08-10,ORD,ROC,15.634541361577408,265,Medium
OO,5275,2025-08-10,ORD,DLH,15.634338651653879,266,Medium
UA,1848,2025-08-10,ORD,ATL,15.626304063040308,267,Medium
OO,5448,2025-08-10,ORD,FWA,15.618848911819388,268,Medium
UA,1044,2025-08-10,ORD,LAX,15.618494953399026,269,Medium
UA,1616,2025-08-10,ORD,GRR,15.608809173640434,270,Medium
OO,5521,2025-08-10,ORD,ATW,15.598462852971906,271,Medium
OO,5314,2025-08-10,ORD,LNK,15.59845970660643,272,Medium
UA,845,2025-08-10,ORD,GRU,15.596189243469624,273,Medium
UA,533,2025-08-10,ORD,OMA,15.593659774579235,274,Medium
UA,2182,2025-08-10,ORD,PHL,15.592893845977084,275,Medium
UA,2364,2025-08-10,ORD,CMH,15.59086142892033,276,Medium
UA,1634,2025-08-10,ORD,IAD,15.587729043374111,277,Medium
UA,2389,2025-08-10,ORD,RSW,15.586900128874234,278,Medium
OO,5564,2025-08-10,ORD,SBN,15.574763771068783,279,Medium
OO,5607,2025-08-10,ORD,TUS,15.5665440294516,280,Medium
UA,2226,2025-08-10,ORD,CLE,15.565944991107386,281,Medium
G7,4452,2025-08-10,ORD,RIC,15.56456516546249,282,Medium
OO,5376,2025-08-10,ORD,LEX,15.548267588722847,283,Medium
OO,4645,2025-08-10,ORD,FWA,15.543870057188549,284,Medium
OO,5668,2025-08-10,ORD,MKE,15.526847784511144,285,Medium
OO,5262,2025-08-10,ORD,LNK,15.52680640266927,286,Medium
UA,1069,2025-08-10,ORD,DCA,15.509522006506387,287,Medium
UA,1577,2025-08-10,ORD,SFO,15.494763870420034,288,Medium
UA,1980,2025-08-10,ORD,LGA,15.49124665381984,289,Medium
OO,5125,2025-08-10,ORD,CMX,15.491133823548676,290,Medium
UA,2616,2025-08-10,ORD,PDX,15.490389430883964,291,Medium
UA,609,2025-08-10,ORD,PHX,15.486874252721531,292,Medium
OO,5763,2025-08-10,ORD,TUL,15.478012166057587,293,Medium
G7,4585,2025-08-10,ORD,DAY,15.47311149504837,294,Medium
UA,2211,2025-08-10,ORD,SEA,15.466563096546096,295,Medium
OO,5219,2025-08-10,ORD,GRB,15.465948538035967,296,Medium
UA,1403,2025-08-10,ORD,SLC,15.465269957649452,297,Medium
UA,1215,2025-08-10,ORD,ANC,15.46150200906975,298,Medium
UA,2657,2025-08-10,ORD,IAH,15.46089689889374,299,Medium
OO,5140,2025-08-10,ORD,CMX,15.456655459261512,300,Medium
UA,307,2025-08-10,ORD,COS,15.447270380902822,301,Medium
OO,5810,2025-08-10,ORD,PIA,15.44241189612719,302,Medium
UA,1594,2025-08-10,ORD,ABQ,15.435594349685939,303,Medium
OO,5099,2025-08-10,ORD,CIU,15.433100004371164,304,Medium
UA,2494,2025-08-10,ORD,MCI,15.432025374295247,305,Medium
UA,2370,2025-08-10,ORD,BOS,15.430449369163338,306,Medium
UA,1834,2025-08-10,ORD,TPA,15.430432282491873,307,Medium
UA,2465,2025-08-10,ORD,ORF,15.429540919799173,308,Medium
UA,1113,2025-08-10,ORD,ALB,15.42795345051147,309,Medium
UA,2323,2025-08-10,ORD,MCO,15.42621326628742,310,Medium
UA,247,2025-08-10,ORD,OMA,15.424834031463774,311,Medium
UA,714,2025-08-10,ORD,MDT,15.418240300399294,312,Medium
UA,2225,2025-08-10,ORD,PHX,15.410411257389153,313,Medium
OO,5652,2025-08-10,ORD,GEG,15.406481829039226,314,Medium
YX,3422,2025-08-10,ORD,DTW,15.40477149875222,315,Medium
OO,4748,2025-08-10,ORD,ATW,15.401608610501851,316,Medium
UA,1363,2025-08-10,ORD,LAX,15.397077474121277,317,Medium
G7,4554,2025-08-10,ORD,GRB,15.385417667173712,318,Medium
OO,5427,2025-08-10,ORD,PIA,15.37941874471191,319,Medium
UA,587,2025-08-10,ORD,YUL,15.375746577102243,320,Medium
OO,4718,2025-08-10,ORD,DAY,15.375029411852928,321,Medium
UA,758,2025-08-10,ORD,EWR,15.371991303008384,322,Medium
OO,5309,2025-08-10,ORD,FWA,15.370296887833351,323,Medium
G7,4406,2025-08-10,ORD,TVC,15.368821213467736,324,Medium
UA,2133,2025-08-10,ORD,EWR,15.364600701945507,325,Medium
OO,4791,2025-08-10,ORD,SBN,15.361132291143697,326,Medium
OO,5215,2025-08-10,ORD,LNK,15.356746815886039,327,Medium
UA,2426,2025-08-10,ORD,IAH,15.352339935850898,328,Medium
UA,2672,2025-08-10,ORD,PNS,15.35149184640026,329,Medium
UA,2200,2025-08-10,ORD,SEA,15.35149178987928,330,Medium
OO,5382,2025-08-10,ORD,FWA,15.33774479398965,331,Medium
OO,4638,2025-08-10,ORD,COS,15.334873887699812,332,Medium
G7,4563,2025-08-10,ORD,FSD,15.334424950181974,333,Medium
OO,5094,2025-08-10,ORD,RHI,15.331757667538781,334,Medium
OO,5395,2025-08-10,ORD,GSO,15.330360160788523,335,Medium
OO,5289,2025-08-10,ORD,CRW,15.327206701002993,336,Medium
UA,1314,2025-08-10,ORD,IAH,15.325287990942016,337,Medium
UA,912,2025-08-10,ORD,KEF,15.324185911647692,338,Medium
UA,660,2025-08-10,ORD,SAN,15.323298013084147,339,Medium
OO,5819,2025-08-10,ORD,DLH,15.322445914530128,340,Medium
UA,1156,2025-08-10,ORD,MSY,15.321026102963952,341,Medium
OO,5930,2025-08-10,ORD,FAR,15.320864860744916,342,Medium
UA,1564,2025-08-10,ORD,MSP,15.318914260893079,343,Medium
UA,2440,2025-08-10,ORD,LAS,15.31795956716695,344,Medium
UA,1584,2025-08-10,ORD,LAX,15.315819288017135,345,Medium
UA,2343,2025-08-10,ORD,IND,15.315227807555122,346,Medium
UA,2665,2025-08-10,ORD,IAH,15.313646635660033,347,Medium
G7,4584,2025-08-10,ORD,TUL,15.308253165326825,348,Medium
G7,4387,2025-08-10,ORD,CID,15.308193946948304,349,Medium
OO,5420,2025-08-10,ORD,MLI,15.307525948108461,350,Medium
G7,4574,2025-08-10,ORD,YOW,15.304000745544712,351,Medium
OO,5748,2025-08-10,ORD,YWG,15.300381299398241,352,Medium
UA,2337,2025-08-10,ORD,IAD,15.299754137667762,353,Medium
UA,2201,2025-08-10,ORD,MCO,15.299423941958846,354,Medium
OO,5269,2025-08-10,ORD,PIA,15.298245906258204,355,Medium
UA,2100,2025-08-10,ORD,SLC,15.294728286187903,356,Medium
G7,4185,2025-08-10,ORD,STL,15.294683713228707,357,Medium
OO,5557,2025-08-10,ORD,OKC,15.29304771034873,358,Medium
UA,1316,2025-08-10,ORD,SRQ,15.28848937122675,359,Medium
UA,777,2025-08-10,ORD,LAS,15.286411246155678,360,Medium
UA,2333,2025-08-10,ORD,BWI,15.285244010338417,361,Medium
UA,2683,2025-08-10,ORD,SAN,15.281519921250824,362,Medium
G7,4542,2025-08-10,ORD,LIT,15.280985951470166,363,Medium
UA,503,2025-08-10,ORD,DEN,15.279863452880488,364,Medium
OO,5608,2025-08-10,ORD,GRB,15.279809578229264,365,Medium
UA,2862,2025-08-10,ORD,IAD,15.27881770828402,366,Medium
UA,2005,2025-08-10,ORD,TYS,15.275528685385648,367,Medium
UA,2138,2025-08-10,ORD,LGA,15.274464082126904,368,Medium
